843,724
839,750
838,775
829,803
826,828
821,854
813,884
809,912
804,931
804,911
791,904
780,908
762,923
749,928
736,917
715,937
698,943
677,948
660,951
641,953
616,959
588,963
562,967
539,969
530,968
510,970
490,973
466,961
446,967
425,963
406,961
388,958
369,955
356,949
333,952
308,973
282,975
275,968
291,943
297,935
292,927
282,929
302,922
298,936
283,932
288,944
295,940
289,934
279,935
274,948
287,945
299,939
298,942
282,943
292,940
286,940
283,948
274,944
272,943
272,943
